date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:56:34	14866/14866	U-----	200	untouched ('')	image/jpeg	etag:%223a12-68242ec1-670beda8ed7b9779;;;%22	https://html.ditsolution.net/bioza/landing/assets/images/p5.jpg	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/images/p5.jpg	(from https://html.ditsolution.net/bioza/landing/)
08:56:34	28827/28827	U-----	200	untouched ('')	image/jpeg	etag:%22709b-68242ec1-2ec10f7311670fcc;;;%22	https://html.ditsolution.net/bioza/landing/assets/images/p6.jpg	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/images/p6.jpg	(from https://html.ditsolution.net/bioza/landing/)
08:56:34	14775/14775	U-----	200	untouched ('')	image/jpeg	etag:%2239b7-68242ec1-7b9aebe141b5116;;;%22	https://html.ditsolution.net/bioza/landing/assets/images/p3.jpg	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/images/p3.jpg	(from https://html.ditsolution.net/bioza/landing/)
08:56:35	3838/3838	U-----	200	untouched ('')	image/png	etag:%22efe-68242ec1-7774f1a1dc110f9a;;;%22	https://html.ditsolution.net/bioza/landing/assets/images/tst1.png	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/images/tst1.png	(from https://html.ditsolution.net/bioza/landing/)
08:56:36	24488/24488	---M--	200	added ('OK')	font/woff2	etag:%225fa8-68242ebe-bb09d6a6299d262a;;;%22	https://html.ditsolution.net/bioza/landing/assets/webfonts/fa-regular-400.woff2	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/webfonts/fa-regular-400.woff2	(from https://html.ditsolution.net/bioza/landing/assets/css/all.min.css)
08:56:36	1181/1181	U-----	200	untouched ('')	image/png	etag:%2249d-68242ec1-d08c514230026fa5;;;%22	https://html.ditsolution.net/bioza/landing/assets/images/quote.png	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/images/quote.png	(from https://html.ditsolution.net/bioza/landing/)
08:56:36	15064/15064	U-----	200	untouched ('OK')	text/html	etag:%223ad8-68242ebb-879ea52328debe01;gz%22	https://html.ditsolution.net/bioza/landing/blog-details.html	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/blog-details.html	(from https://html.ditsolution.net/bioza/landing/)
08:56:36	33073/33073	U-----	200	untouched ('')	image/jpeg	etag:%228131-68242ec0-6d19bd7f3d0dd595;;;%22	https://html.ditsolution.net/bioza/landing/assets/images/blog1.jpg	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/images/blog1.jpg	(from https://html.ditsolution.net/bioza/landing/)
08:56:36	50642/50642	U-----	200	untouched ('')	image/jpeg	etag:%22c5d2-68242ec0-1826e2d341e1e02d;;;%22	https://html.ditsolution.net/bioza/landing/assets/images/blog2.jpg	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/images/blog2.jpg	(from https://html.ditsolution.net/bioza/landing/)
08:56:37	39669/39669	U-----	200	untouched ('')	image/jpeg	etag:%229af5-68242ec0-4d0b1e2f054a3a45;;;%22	https://html.ditsolution.net/bioza/landing/assets/images/blog3.jpg	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/images/blog3.jpg	(from https://html.ditsolution.net/bioza/landing/)
08:56:37	84400/84400	U-----	200	untouched ('')	image/png	etag:%22149b0-68242ec1-335edeb35b2dc21f;;;%22	https://html.ditsolution.net/bioza/landing/assets/images/single2.png	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/images/single2.png	(from https://html.ditsolution.net/bioza/landing/)
08:56:37	63348/63348	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22f774-68242ebd-5e500821f391b9;gz%22	https://html.ditsolution.net/bioza/landing/assets/webfonts/fa-regular-400.ttf	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/webfonts/fa-regular-400.ttf	(from https://html.ditsolution.net/bioza/landing/assets/css/all.min.css)
08:56:37	86659/86659	U-----	200	untouched ('OK')	application/x-javascript	etag:%2215283-68242ec0-545216d288b8c6ba;gz%22	https://html.ditsolution.net/bioza/landing/assets/js/vendor/jquery-3.2.1.min.js	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/js/vendor/jquery-3.2.1.min.js	(from https://html.ditsolution.net/bioza/landing/)
08:56:38	63467/63467	U-----	200	untouched ('OK')	application/x-javascript	etag:%22f7eb-68242ebf-a4fd88fe5dcdd9dd;gz%22	https://html.ditsolution.net/bioza/landing/assets/js/bootstrap.min.js	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/js/bootstrap.min.js	(from https://html.ditsolution.net/bioza/landing/)
08:56:38	2182/2182	U-----	200	untouched ('OK')	application/x-javascript	etag:%22886-68242ebf-547e1a94bc641317;gz%22	https://html.ditsolution.net/bioza/landing/assets/js/jquery.counterup.min.js	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/js/jquery.counterup.min.js	(from https://html.ditsolution.net/bioza/landing/)
08:56:38	150020/150020	---M--	200	added ('OK')	font/woff2	etag:%2224a04-68242ebe-fc4d4a4aae1cbfaf;;;%22	https://html.ditsolution.net/bioza/landing/assets/webfonts/fa-solid-900.woff2	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/webfonts/fa-solid-900.woff2	(from https://html.ditsolution.net/bioza/landing/assets/css/all.min.css)
08:56:40	394668/394668	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22605ac-68242ebe-171a38035f8f00ae;gz%22	https://html.ditsolution.net/bioza/landing/assets/webfonts/fa-solid-900.ttf	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/webfonts/fa-solid-900.ttf	(from https://html.ditsolution.net/bioza/landing/assets/css/all.min.css)
08:56:40	9027/9027	U-----	200	untouched ('OK')	application/x-javascript	etag:%222343-68242ebf-9ac2a71573b246b1;gz%22	https://html.ditsolution.net/bioza/landing/assets/js/waypoints.min.js	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/js/waypoints.min.js	(from https://html.ditsolution.net/bioza/landing/)
08:56:40	42766/42766	U-----	200	untouched ('OK')	application/x-javascript	etag:%22a70e-68242ebf-644234d9d1090ff7;gz%22	https://html.ditsolution.net/bioza/landing/assets/js/owl.carousel.min.js	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/js/owl.carousel.min.js	(from https://html.ditsolution.net/bioza/landing/)
08:56:40	7083/7083	U-----	200	untouched ('OK')	application/x-javascript	etag:%221bab-68242ec0-2000280fd77b4540;gz%22	https://html.ditsolution.net/bioza/landing/assets/js/wow.js	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/js/wow.js	(from https://html.ditsolution.net/bioza/landing/)
08:56:40	5594/5594	U-----	200	untouched ('OK')	application/x-javascript	etag:%2215da-68242ebf-1ea24fe286fcee72;gz%22	https://html.ditsolution.net/bioza/landing/assets/js/imagesloaded.pkgd.min.js	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/js/imagesloaded.pkgd.min.js	(from https://html.ditsolution.net/bioza/landing/)
08:56:41	4568/4568	---M--	200	added ('OK')	font/woff2	etag:%2211d8-68242ebe-731c2ec1c44189a2;;;%22	https://html.ditsolution.net/bioza/landing/assets/webfonts/fa-v4compatibility.woff2	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/webfonts/fa-v4compatibility.woff2	(from https://html.ditsolution.net/bioza/landing/assets/css/all.min.css)
08:56:41	17064/17064	U-----	200	untouched ('OK')	application/x-javascript	etag:%2242a8-68242ebc-36cb67a2268df09e;gz%22	https://html.ditsolution.net/bioza/landing/venobox/venobox.js	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/venobox/venobox.js	(from https://html.ditsolution.net/bioza/landing/)
08:56:41	1297/1297	U-----	200	untouched ('OK')	application/x-javascript	etag:%22511-68242ebf-90021374e3b7c05;gz%22	https://html.ditsolution.net/bioza/landing/assets/js/ajax-mail.js	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/js/ajax-mail.js	(from https://html.ditsolution.net/bioza/landing/)
08:56:41	4427/4427	U-----	200	untouched ('OK')	application/x-javascript	etag:%22114b-68242ebf-876c1b8f208580cd;gz%22	https://html.ditsolution.net/bioza/landing/assets/js/animated-text.js	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/js/animated-text.js	(from https://html.ditsolution.net/bioza/landing/)
08:56:41	10172/10172	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2227bc-68242ebe-84c2c544518466dc;gz%22	https://html.ditsolution.net/bioza/landing/assets/webfonts/fa-v4compatibility.ttf	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/webfonts/fa-v4compatibility.ttf	(from https://html.ditsolution.net/bioza/landing/assets/css/all.min.css)
08:56:41	9786/9786	U-----	200	untouched ('OK')	application/x-javascript	etag:%22263a-68242ebc-e1ae4e835cf2ac6f;gz%22	https://html.ditsolution.net/bioza/landing/venobox/venobox.min.js	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/venobox/venobox.min.js	(from https://html.ditsolution.net/bioza/landing/)
08:56:42	34530/34530	U-----	200	untouched ('OK')	application/x-javascript	etag:%2286e2-68242ebf-b1c95ce48ef7d28d;gz%22	https://html.ditsolution.net/bioza/landing/assets/js/isotope.pkgd.min.js	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/js/isotope.pkgd.min.js	(from https://html.ditsolution.net/bioza/landing/)
08:56:42	0/0	U--M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Oct%202025%2013:48:41%20GMT	https://html.ditsolution.net/bioza/landing/assets/js/jquery.nivo.slider.pack.js	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/js/jquery.nivo.slider.pack.js	(from https://html.ditsolution.net/bioza/landing/)
08:56:42	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Oct%202025%2013:48:42%20GMT	https://html.ditsolution.net/bioza/landing/assets/fonts/Flaticon.woff2	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/fonts/Flaticon.woff2	(from https://html.ditsolution.net/bioza/landing/assets/css/flaticon.css)
08:56:42	0/0	U--M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Oct%202025%2013:48:42%20GMT	https://html.ditsolution.net/bioza/landing/assets/js/jquery.meanmenu.js	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/js/jquery.meanmenu.js	(from https://html.ditsolution.net/bioza/landing/)
08:56:43	0/0	U--M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Oct%202025%2013:48:42%20GMT	https://html.ditsolution.net/bioza/landing/assets/js/popper.min.js	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/js/popper.min.js	(from https://html.ditsolution.net/bioza/landing/)
08:56:43	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Oct%202025%2013:48:42%20GMT	https://html.ditsolution.net/bioza/landing/assets/fonts/Flaticon.woff	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/fonts/Flaticon.woff	(from https://html.ditsolution.net/bioza/landing/assets/css/flaticon.css)
08:56:49	0/0	U--M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Oct%202025%2013:48:42%20GMT	https://html.ditsolution.net/bioza/landing/assets/js/jquery.scrollUp.js	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/js/jquery.scrollUp.js	(from https://html.ditsolution.net/bioza/landing/)
08:56:49	0/0	U--M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Oct%202025%2013:48:42%20GMT	https://html.ditsolution.net/bioza/landing/assets/js/theme.js	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/js/theme.js	(from https://html.ditsolution.net/bioza/landing/)
08:56:49	0/0	U--M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Oct%202025%2013:48:43%20GMT	https://html.ditsolution.net/bioza/landing/assets/webfonts/fa-brands-400.woff2	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/webfonts/fa-brands-400.woff2	(from https://html.ditsolution.net/bioza/landing/assets/css/all.min.css)
08:56:50	0/0	U--M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Oct%202025%2013:48:43%20GMT	https://html.ditsolution.net/bioza/landing/assets/js/jquery.barfiller.js	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/js/jquery.barfiller.js	(from https://html.ditsolution.net/bioza/landing/)
08:56:51	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Oct%202025%2013:48:51%20GMT	https://html.ditsolution.net/bioza/landing/assets/fonts/fontawesome-webfont3295.eot?v=4.5.0	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/fonts/fontawesome-webfont3295.453295.delayed	(from https://html.ditsolution.net/bioza/landing/assets/css/font-awesome.min.css)
08:56:52	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Oct%202025%2013:48:51%20GMT	https://html.ditsolution.net/bioza/landing/assets/fonts/fontawesome-webfontd41d.eot?	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/fonts/fontawesome-webfontd41dd41d.eot	(from https://html.ditsolution.net/bioza/landing/assets/css/font-awesome.min.css)
08:56:53	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Oct%202025%2013:48:52%20GMT	https://html.ditsolution.net/bioza/landing/assets/fonts/fontawesome-webfont3295.woff2?v=4.5.0	C:/Users/CS137/Desktop/Amie-Portafolio/Amie-Portafolio/html.ditsolution.net/bioza/landing/assets/fonts/fontawesome-webfont32953295.woff2	(from https://html.ditsolution.net/bioza/landing/assets/css/font-awesome.min.css)
